http://dbpedia.org/property/ethnicity,count,adjective
http://dbpedia.org/resource/Fuliiru_people,1,
http://dbpedia.org/resource/Kuku_people,1,
http://dbpedia.org/resource/Sedang_people,1,
http://dbpedia.org/resource/Bunuba,1,
http://dbpedia.org/resource/Sikka_people,1,
Bauchi,1,
"Kalenjin people, some Dorobo",1,
http://dbpedia.org/resource/Dominican_Americans,1,
[Itsekiri],1,
http://dbpedia.org/resource/Sirenik_Eskimos,1,
http://dbpedia.org/resource/Mah_Meri_people,1,
http://dbpedia.org/resource/Paramaccan,1,
http://dbpedia.org/resource/Nivaclé_people,1,
http://dbpedia.org/resource/Sauria_Paharia_people,1,
http://dbpedia.org/resource/Siamese_people,1,
http://dbpedia.org/resource/Ikwerre_people,1,
"Dumo people, Dusur",1,
http://dbpedia.org/resource/Zigula_people,1,
http://dbpedia.org/resource/Mozabite_people,1,
http://dbpedia.org/resource/Ranglong_tribe,1,
http://dbpedia.org/resource/Adhola_people,1,
Tamprusi,1,
5360,1,
http://dbpedia.org/resource/Guan_people,1,
http://dbpedia.org/resource/Dye_people,1,
http://dbpedia.org/resource/Weraerai,1,
http://dbpedia.org/resource/Jesuit_missions_among_the_Guaraní,1,
http://dbpedia.org/resource/Belgian_Americans,1,
5495,1,
http://dbpedia.org/resource/Jaunsari_people,1,
http://dbpedia.org/resource/Dogras,1,
http://dbpedia.org/resource/Leonese_people,1,
http://dbpedia.org/resource/Madjandji,1,
http://dbpedia.org/resource/Gafat_people,1,
420000,1,
http://dbpedia.org/resource/Itsekiri_people,1,
http://dbpedia.org/resource/Ngadjuri_people,1,
http://dbpedia.org/resource/Monsang_Naga_people,1,
http://dbpedia.org/resource/Zamboangueño_people,1,
http://dbpedia.org/resource/Oroha_people,1,
http://dbpedia.org/resource/Sekapan_people,1,
3110,1,
http://dbpedia.org/resource/Salinan_people,1,
http://dbpedia.org/resource/Waccamaw,1,
http://dbpedia.org/resource/Hoa_people,1,
1250,1,
Predominantly Chechens,1,
http://dbpedia.org/resource/Indri_people,1,
http://dbpedia.org/resource/Kele_people_(Gabon),1,
http://dbpedia.org/resource/Pericú_people,1,
http://dbpedia.org/resource/Bembe_people,1,
"Wanano, Piratapuyo",1,
http://dbpedia.org/resource/Ngandi,1,
94.9,1,
http://dbpedia.org/resource/Nganguruku,1,
http://dbpedia.org/resource/Tammari_people,1,
http://dbpedia.org/resource/Tawasa_people,1,
http://dbpedia.org/resource/Yine_people,1,
Jats,1,
http://dbpedia.org/resource/Karo_people_(Ethiopia),1,
http://dbpedia.org/resource/Nuna_people,1,
http://dbpedia.org/resource/Bavarians,1,
"Markle: German, Dutch, English, and Irish",1,
http://dbpedia.org/resource/Nung_Rawang,1,
8.3,1,
http://dbpedia.org/resource/Gia_people,1,
http://dbpedia.org/resource/Ngambri,1,
http://dbpedia.org/resource/Nocte_people,1,
http://dbpedia.org/resource/Tubu_people,1,
Fulani,1,
http://dbpedia.org/resource/Tsuutʼina_Nation,1,
http://dbpedia.org/resource/Ezaa_people,1,
http://dbpedia.org/resource/Estonians,1,
http://dbpedia.org/resource/Bororo,1,
http://dbpedia.org/resource/Agrawal_Jain,1,
4350,1,
http://dbpedia.org/resource/Bisaya_(Borneo),1,
Brazilians,1,
http://dbpedia.org/resource/Kulango_people,1,
"Takelma, Latgawa, Cow Creek band of Upper Umpqua",1,
http://dbpedia.org/resource/Alune_people,1,
http://dbpedia.org/resource/Ndali_people,1,
http://dbpedia.org/resource/Haratins,1,
Ashkenazi Jewish,1,
http://dbpedia.org/resource/Ukelle_people,1,
http://dbpedia.org/resource/Matengo_people,1,
http://dbpedia.org/resource/Lengue_people,1,
http://dbpedia.org/resource/Rutul_people,1,
http://dbpedia.org/resource/Djinang_people,1,
Hungarian,1,
8200,1,
http://dbpedia.org/resource/Udi_people,1,
Guambiano,1,
http://dbpedia.org/resource/Geynyan,1,
200000,1,
http://dbpedia.org/resource/Kwinti_people,1,
http://dbpedia.org/resource/Awabakal,1,
http://dbpedia.org/resource/Rembarrnga,1,
http://dbpedia.org/resource/Macanese_people,1,
http://dbpedia.org/resource/Rushan_people,1,
http://dbpedia.org/resource/Tenma_people,1,
http://dbpedia.org/resource/Gros_Ventre_people,1,
Albanian,1,
Diverse,1,
http://dbpedia.org/resource/Angu_people,1,
http://dbpedia.org/resource/Minyong_tribe,1,
Kumyk,1,
Koita,1,
http://dbpedia.org/resource/Karajarri,1,
http://dbpedia.org/resource/Tupiniquim_people,1,
http://dbpedia.org/resource/Wala_people,1,
"Italians as ""made men"" and other ethnicities as ""associates""",1,
http://dbpedia.org/resource/Nilamba_people,1,
http://dbpedia.org/resource/Witoto_people,1,
http://dbpedia.org/resource/Morkai,1,
http://dbpedia.org/resource/Arara_(Pará),1,
Even,1,
http://dbpedia.org/resource/Cocopah_people,1,
http://dbpedia.org/resource/Hazaras,1,
http://dbpedia.org/resource/Caxcan,1,
1435,1,
Italy:,1,
http://dbpedia.org/resource/Churu_people,1,
http://dbpedia.org/resource/Gunditjmara,1,
http://dbpedia.org/resource/Hongkongers,1,
Primarily Arabs,1,
1070,1,
http://dbpedia.org/resource/Ngarinyman,1,
http://dbpedia.org/resource/Doolboong,1,
http://dbpedia.org/resource/Arab_Muslims,1,
http://dbpedia.org/resource/Dadi_Dadi,1,
http://dbpedia.org/resource/Malyangapa,1,
http://dbpedia.org/resource/Kuteb_people,1,
http://dbpedia.org/resource/Liangmai_Naga_people,1,
http://dbpedia.org/resource/Narungga_people,1,
http://dbpedia.org/resource/Opata_people,1,
http://dbpedia.org/resource/Tojolabal_people,1,
Imazighen,1,
Ossetian,1,
http://dbpedia.org/resource/Ngamba,1,
http://dbpedia.org/resource/Lamkang_Naga_people,1,
Malaysian Indian,1,
http://dbpedia.org/resource/Malgaru,1,
Azerbaijani and others,1,
http://dbpedia.org/resource/Ribe_people,1,
Wahlubal,1,
http://dbpedia.org/resource/British_Jamaican,1,
http://dbpedia.org/resource/Azari,1,
"Ukrainians , Russians, Jews and Caucasians",1,
http://dbpedia.org/resource/Sinitic_peoples,1,
http://dbpedia.org/resource/Irish_Americans,1,
http://dbpedia.org/resource/Dacians,1,
http://dbpedia.org/resource/Maikulan,1,
http://dbpedia.org/resource/Angkola_people,1,
"Kirati:  Yakkha, Limbu, Rai, and Sunuwar",1,
133329,1,
http://dbpedia.org/resource/Maldivians,1,
http://dbpedia.org/resource/Ngarrindjeri,1,
FrenchHuguenots,1,
Mangbele,1,
http://dbpedia.org/resource/Wik-Mungkan_people,1,
http://dbpedia.org/resource/Lomapo,1,
http://dbpedia.org/resource/Karuk_people,1,
http://dbpedia.org/resource/New_Zealand,1,
http://dbpedia.org/resource/Sakizaya_people,1,
http://dbpedia.org/resource/Dja_Dja_Wurrung_people,1,
1143,1,
"Zilmamo, Kichepo",1,
http://dbpedia.org/resource/Lango_people_(South_Sudan),1,
http://dbpedia.org/resource/Ndogo_people,1,
"Russians, Jews, Belarusians, Ukrainians, Azerbaijanis, Georgians, Armenians, Tajiks, Kazakhs, Uzbeks, Kyrgyz and more",1,
http://dbpedia.org/resource/Ramaytush_people,1,
Germanic,1,
2037,1,
http://dbpedia.org/resource/North_Germanic_peoples,1,
http://dbpedia.org/resource/Wandjira,1,
"Nepalese, Drukpa, Nepali",1,
http://dbpedia.org/resource/Marimanindji,1,
http://dbpedia.org/resource/Tagalog,1,
http://dbpedia.org/resource/Basa_people,1,
http://dbpedia.org/resource/Maikudunu,1,
95,1,
"Brazilians , Colombian, Peruvians and Venezuelan",1,
http://dbpedia.org/resource/Kalkadoon_people,1,
http://dbpedia.org/resource/Hiligaynon_people,1,
http://dbpedia.org/resource/Welsh_people,1,
http://dbpedia.org/resource/Paaruntyi,1,
http://dbpedia.org/resource/Frisia,1,
http://dbpedia.org/resource/Aramean,1,
incl. Taungyo,1,
http://dbpedia.org/resource/Kryts_people,1,
http://dbpedia.org/resource/Kuna_people,1,
http://dbpedia.org/resource/Bangweulu_Batwa,1,
"British Pakistani, Jamaican",1,
Ancient Egyptians,1,
http://dbpedia.org/resource/Jogi_(caste),1,
http://dbpedia.org/resource/Wauja_people,1,
20600,1,
25700,1,
Scotch-Irish,1,
Berber,1,
http://dbpedia.org/resource/Suri_people,1,
5500,1,
http://dbpedia.org/resource/Kposo_people,1,
http://dbpedia.org/resource/Chimariko_people,1,
Mordvin,1,
http://dbpedia.org/resource/Tarahumara_people,1,
Deaf populations,1,
http://dbpedia.org/resource/Wadikali,1,
Sirmauri people,1,
spoken by 5–20%,1,
http://dbpedia.org/resource/Tiwi_people,1,
http://dbpedia.org/resource/Ye'kuana_people,1,
http://dbpedia.org/resource/Kofyar_people,1,
http://dbpedia.org/resource/Sinhalese,1,
http://dbpedia.org/resource/Rutara_people,1,
http://dbpedia.org/resource/Gola_people,1,
http://dbpedia.org/resource/Kwama_people,1,
http://dbpedia.org/resource/Bulungan_people,1,
North Midland tribe of Tasmanians,1,
http://dbpedia.org/resource/Yilba,1,
http://dbpedia.org/resource/Avars,1,
http://dbpedia.org/resource/Lechites,1,
http://dbpedia.org/resource/Githabul,1,
http://dbpedia.org/resource/Turrbal,1,
http://dbpedia.org/resource/Apalachee,1,
http://dbpedia.org/resource/Ijaw,1,
http://dbpedia.org/resource/Serer-Ndut,1,
http://dbpedia.org/resource/Biria_people,1,
http://dbpedia.org/resource/Dogon_people,1,
http://dbpedia.org/resource/Okiek_people,1,
Northeastern and Ben Lomond tribes of Tasmanians,1,
Predominately African American,1,
http://dbpedia.org/resource/Tat_people_(Iran),1,
Khamyang people,1,
http://dbpedia.org/resource/Balanta_people,1,
http://dbpedia.org/resource/Haitian_Americans,1,
http://dbpedia.org/resource/Emerillon_people,1,
Yamato,1,
http://dbpedia.org/resource/Ta_Oi_people,1,
http://dbpedia.org/resource/Aba_Yalgayi,1,
http://dbpedia.org/resource/Ndonde_people,1,
Azeri,1,
http://dbpedia.org/resource/Ngundjan,1,
http://dbpedia.org/resource/Chontal_Maya_people,1,
http://dbpedia.org/resource/Zotung_people,1,
Secular Jewish,1,
Hispanic/Hispanic nationals,1,
http://dbpedia.org/resource/Tetela_people,1,
"Flemish, French",1,
http://dbpedia.org/resource/Hadhrami_people,1,
http://dbpedia.org/resource/Wintun_people,1,
http://dbpedia.org/resource/Manjack_people,1,
13700,1,
15600,1,
http://dbpedia.org/resource/Ati_people,1,
Foggians,1,
http://dbpedia.org/resource/Ngandangara,1,
http://dbpedia.org/resource/Macuna_people,1,
http://dbpedia.org/resource/Naskapi,1,
http://dbpedia.org/resource/Chitimacha,1,
http://dbpedia.org/resource/Yuin_people,1,
http://dbpedia.org/resource/Olkola,1,
"Mostly Latino, with some White and Black members",1,
http://dbpedia.org/resource/Berau_Malays,1,
http://dbpedia.org/resource/Osage_people,1,
• Badui,1,
Largely Sinitic-Taiwanese,1,
http://dbpedia.org/resource/Nyangatom_people,1,
http://dbpedia.org/resource/Miji_people,1,
http://dbpedia.org/resource/Laro_people,1,
http://dbpedia.org/resource/Moken,1,
http://dbpedia.org/resource/Dhaŋu,1,
http://dbpedia.org/resource/Yidinji_people,1,
Jie people,1,
http://dbpedia.org/resource/Chams,1,
http://dbpedia.org/resource/Hunanese_people,1,
http://dbpedia.org/resource/Amurdak,1,
93.8,1,
http://dbpedia.org/resource/Sámi_people,1,
http://dbpedia.org/resource/Maijabi,1,
http://dbpedia.org/resource/Faihriem_people,1,
http://dbpedia.org/resource/Lobi_people,1,
http://dbpedia.org/resource/Bunak_people,1,
http://dbpedia.org/resource/Beti-Pahuin_peoples,1,
http://dbpedia.org/resource/Igorot_people,1,
http://dbpedia.org/resource/Wayampi_people,1,
79000,1,
10100,1,
http://dbpedia.org/resource/Xavante_people,1,
http://dbpedia.org/resource/Central_Alaskan_Yup'ik_people,1,
http://dbpedia.org/resource/Lampung_people,1,
http://dbpedia.org/resource/Mwera_people,1,
http://dbpedia.org/resource/Rifians,1,
http://dbpedia.org/resource/History_of_Russians_in_Estonia,1,
http://dbpedia.org/resource/Yupik_people,1,
http://dbpedia.org/resource/Payaguá_people,1,
Negro,1,
Hispanic and Latin American Belizeans,1,
http://dbpedia.org/resource/Guanahatabey,1,
750,1,
http://dbpedia.org/resource/History_of_the_Jews_in_Germany,1,
http://dbpedia.org/resource/Topoke_people,1,
http://dbpedia.org/resource/Moklen_people,1,
http://dbpedia.org/resource/Yokuts,1,
http://dbpedia.org/resource/Cacaopera_people,1,
http://dbpedia.org/resource/Barga_Mongols,1,
http://dbpedia.org/resource/Wolani_people,1,
http://dbpedia.org/resource/Nungali,1,
http://dbpedia.org/resource/Cueva_people,1,
http://dbpedia.org/resource/Jadira,1,
http://dbpedia.org/resource/English_American,1,
"Chacobo , possibly 50 Pacahuara",1,
http://dbpedia.org/resource/Dominican,1,
1190,1,
http://dbpedia.org/resource/Aymara_people,1,
http://dbpedia.org/resource/Ulster_Scots_people,1,
1620,1,
http://dbpedia.org/resource/Shiwiar,1,
http://dbpedia.org/resource/Khullar,1,
32000,1,
Pattae',1,
http://dbpedia.org/resource/Kaurareg,1,
Multicultural,1,
http://dbpedia.org/resource/Gringai,1,
http://dbpedia.org/resource/Ngindo_people,1,
http://dbpedia.org/resource/Charrúa_people,1,
http://dbpedia.org/resource/Turum_people,1,
http://dbpedia.org/resource/Ngarigo,1,
http://dbpedia.org/resource/Ossetian_people,1,
http://dbpedia.org/resource/Okwanuchu,1,
Arab or Beja,1,
http://dbpedia.org/resource/Bassari_people,1,
http://dbpedia.org/resource/Tat_people_(Caucasus),1,
http://dbpedia.org/resource/Taurisci,1,
http://dbpedia.org/resource/Tolai_people,1,
Jewish-German,1,
92.8,1,
Andalusian,1,
http://dbpedia.org/resource/Abipón_people,1,
http://dbpedia.org/resource/Shaikh,1,
http://dbpedia.org/resource/Argobba_people,1,
http://dbpedia.org/resource/Mieu_people,1,
Persian/Azeri,1,
German-Jewish,1,
http://dbpedia.org/resource/Dravidian_people,1,
http://dbpedia.org/resource/Ngasa_people,1,
http://dbpedia.org/resource/White_Canadians,1,
http://dbpedia.org/resource/Tewa_people,1,
"Jumjum, Mabaan",1,
http://dbpedia.org/resource/Yąnomamö,1,
http://dbpedia.org/resource/Chinese_Americans,1,
Maori,1,
Scandinavian,1,
http://dbpedia.org/resource/Muthi_Muthi_people,1,
http://dbpedia.org/resource/Suteans,1,
"Northeastern, Ben Lomond, and North Midland tribes of Tasmanians",1,
http://dbpedia.org/resource/Monacan_people,1,
"Balumbu, Babongo Pygmies",1,
http://dbpedia.org/resource/Cumanagoto_people,1,
half-Avar half-Dargin,1,
http://dbpedia.org/resource/Duwamish_tribe,1,
http://dbpedia.org/resource/Berom_people,1,
Sahaptins,1,
http://dbpedia.org/resource/Dakelh,1,
Predominately African American; but there is also some Latino and Asian presence.,1,
http://dbpedia.org/resource/Tupuri_people,1,
http://dbpedia.org/resource/Mingin_people,1,
http://dbpedia.org/resource/Wenzhou_people,1,
http://dbpedia.org/resource/Mankanya_people,1,
Azumi,1,
http://dbpedia.org/resource/Lotiga,1,
http://dbpedia.org/resource/Afro-Caribbeans,1,
http://dbpedia.org/resource/Luren_people,1,
http://dbpedia.org/resource/Atacama_people,1,
http://dbpedia.org/resource/Frisii,1,
http://dbpedia.org/resource/Bai_people_(South_Sudan),1,
Libyan Arab-Berbers,1,
http://dbpedia.org/resource/Saterland_Frisians,1,
http://dbpedia.org/resource/Nafana_people,1,
http://dbpedia.org/resource/Panará_people,1,
Kunbis of Goa,1,
http://dbpedia.org/resource/Dhuwala,1,
"Calabrians, Italian Australians",1,
http://dbpedia.org/resource/Bakhtiari_people,1,
http://dbpedia.org/resource/Unjadi,1,
208000,1,
http://dbpedia.org/resource/Ngando_people,1,
Tobada,1,
1650,1,
http://dbpedia.org/resource/Marka_people,1,
http://dbpedia.org/resource/Spaniards,1,
http://dbpedia.org/resource/Spain,1,
http://dbpedia.org/resource/Ebira_people,1,
http://dbpedia.org/resource/Yaqui_people,1,
http://dbpedia.org/resource/Lawangan_people,1,
http://dbpedia.org/resource/Paraguayans,1,
"Majority Chinese and Vietnamese, Minority Thai, Korean, British, and American",1,
"Woiwurrung, Wurundjeri, Taungurung, ?Ngurelban, etc.",1,
Founder was of Hokkien and Japanese descent,1,
http://dbpedia.org/resource/Bonda_people,1,
http://dbpedia.org/resource/Bainuk_people,1,
http://dbpedia.org/resource/Moni_people,1,
6300,1,
http://dbpedia.org/resource/Yindjilandji,1,
http://dbpedia.org/resource/Tolupan_people,1,
http://dbpedia.org/resource/Amung_people,1,
http://dbpedia.org/resource/Vilamovians,1,
http://dbpedia.org/resource/French-Canadian,1,
http://dbpedia.org/resource/Logo_people,1,
http://dbpedia.org/resource/Chittagong,1,
http://dbpedia.org/resource/Nyanga_people,1,
http://dbpedia.org/resource/Yapese_people,1,
"Chamba people, others",1,
http://dbpedia.org/resource/Wongkanguru,1,
http://dbpedia.org/resource/May_people,1,
"Jamamadi, Banawá, Jarawara",1,
http://dbpedia.org/resource/Mossi_people,1,
http://dbpedia.org/resource/Ilocano_people,1,
161000,1,
Biyobe,1,
"Italians as Made Men, Arbereshe other ethnicities as associates",1,
http://dbpedia.org/resource/Weyto_caste,1,
http://dbpedia.org/resource/Hadiya_people,1,
http://dbpedia.org/resource/Rotumans,1,
http://dbpedia.org/resource/Samoan_Islands,1,
http://dbpedia.org/resource/New_Zealand_European,1,
